index,axis-0,axis-1,axis-2,axis-3
212.0,183.0,5.2505694760820045,639.9077448747153,848.6765375854214
213.0,184.0,4.69589552238806,872.0453980099503,307.4546019900497
214.0,184.0,4.36751497005988,873.7103293413173,740.6077844311377
215.0,185.0,6.444444444444445,284.6496350364964,672.4687753446877
216.0,185.0,5.861159929701231,947.060632688928,584.0940246045694
217.0,186.0,5.906515580736544,548.6968838526913,618.356940509915
218.0,186.0,5.507707129094412,948.2225433526012,741.3921001926782
219.0,189.0,6.201447527141134,464.31423401688784,906.7647768395658
220.0,190.0,4.909090909090909,654.9372797744891,583.9880197322058
221.0,191.0,5.750999428897773,578.2684180468303,731.2804111936036
222.0,192.0,5.103250478011472,517.6271510516252,253.61376673040152
223.0,192.0,4.876444444444444,580.9502222222222,212.2248888888889
224.0,193.0,5.442200557103064,695.3217270194986,675.7360724233984
225.0,194.0,5.974486966167499,551.3627287853577,999.904048807543
226.0,194.0,5.740950226244344,965.5429864253392,708.8653846153846
227.0,195.0,5.187424425634824,945.8004836759372,670.1850060459492
228.0,197.0,5.111506524317912,322.5183867141163,670.0189798339264
229.0,197.0,4.822513812154696,902.871546961326,529.4288674033149
230.0,198.0,5.7080851063829785,691.7208510638297,453.6612765957447
231.0,199.0,5.661053775122216,542.1053775122216,951.041825095057
232.0,200.0,6.047058823529412,599.2069204152249,545.2505190311418
233.0,201.0,5.775231860338243,322.61102018548826,795.9514457174032
234.0,201.0,4.898022249690976,971.6446229913472,765.6372064276885
235.0,201.0,5.134810710987996,950.5300092336104,710.1865189289013
236.0,202.0,5.570015220700152,676.2328767123288,512.5799086757991
237.0,203.0,5.323903818953324,536.7779349363508,227.3239038189533
238.0,203.0,5.4784172661870505,455.6519784172662,848.1276978417267
239.0,204.0,5.392561983471074,676.7561983471074,170.50413223140495
240.0,204.0,6.370625,529.508125,642.35375
241.0,204.0,5.0949510173323285,814.5229841748304,712.0595327807083
242.0,205.0,6.290357529794149,289.37161430119176,687.0823401950163
243.0,205.0,5.155172413793103,886.1289655172413,435.3634482758621
244.0,206.0,6.274137931034483,336.4701149425287,397.2431034482759
245.0,206.0,5.0591497227356745,925.2581638940234,765.7393715341959
246.0,207.0,5.240979381443299,895.3234536082474,472.98646907216494
247.0,207.0,6.400208986415883,898.5151515151515,748.2100313479624
248.0,208.0,6.194359756097561,344.202743902439,637.2294207317074
249.0,208.0,5.551515151515152,708.8636363636364,167.02575757575758
250.0,210.0,6.227972889710413,444.0764017252002,310.89833641404806
251.0,211.0,4.7182156133829,674.2029739776951,740.467657992565
252.0,212.0,6.131886477462437,199.8580968280468,508.3043962159154
253.0,212.0,5.7310513447432765,915.685411572942,511.9828850855746
254.0,213.0,5.444444444444445,671.2864044168392,352.48033126294
255.0,214.0,7.676712328767123,334.99269406392693,715.4684931506849
256.0,214.0,5.622222222222222,660.9232323232324,824.3232323232323
257.0,216.0,4.577306733167083,653.3628428927681,217.3503740648379
258.0,217.0,5.243631613324625,292.13781841933377,515.6054866100587
259.0,219.0,5.589308996088657,259.6981747066493,666.2672750977836
260.0,219.0,6.417857142857143,318.83809523809526,758.5559523809524
261.0,219.0,5.230068337129841,570.1446469248292,790.3861047835991
262.0,220.0,4.66029246344207,712.6344206974128,786.1158605174353
263.0,220.0,5.0078597339782345,514.3083434099153,931.3325272067716
264.0,221.0,5.24368499257058,523.1991084695394,224.55869242199108
265.0,221.0,5.776765375854214,594.7676537585421,851.628701594533
266.0,223.0,5.087417218543046,511.1920529801325,226.07417218543048
267.0,223.0,5.070945945945946,632.7170608108108,462.2407094594595
268.0,224.0,5.64796633941094,654.7896213183731,812.1781206171108
269.0,225.0,5.865616311399444,380.4921223354958,836.0
270.0,226.0,5.40035746201966,560.8230563002681,449.55227882037536
271.0,227.0,5.51255060728745,354.782995951417,835.3684210526316
272.0,227.0,5.197080291970803,394.4184914841849,843.3686131386861
273.0,228.0,5.302649930264993,630.0878661087866,267.8333333333333
274.0,229.0,4.579896907216495,664.5790378006873,140.71048109965636
275.0,231.0,5.454248366013072,665.7303921568628,782.6111111111111
276.0,231.0,5.062200956937799,519.3955342902711,364.8548644338118
277.0,233.0,5.530072173215718,272.2943063352045,287.6503608660786
278.0,233.0,5.350813743218806,552.4403254972875,893.2179023508137
279.0,234.0,5.380304243394716,407.45556445156126,329.49879903923136
280.0,235.0,5.3254593175853016,510.9755030621173,275.7882764654418
281.0,235.0,4.656810035842294,852.7464157706094,385.9955197132617
282.0,237.0,5.677014531043593,268.49273447820343,616.4616908850727
283.0,237.0,4.55065472088215,1024.471399035148,702.368022053756
284.0,239.0,6.013879709187045,337.01387970918705,263.3978849966953
285.0,239.0,4.842494714587738,594.739957716702,115.4661733615222
286.0,240.0,5.414296134208607,633.3639679066375,653.253829321663
287.0,244.0,5.871313672922252,730.6796246648794,815.9276139410188
288.0,245.0,5.3484251968503935,606.2559055118111,210.992125984252
289.0,245.0,6.501748251748252,594.7517482517483,830.3461538461538
290.0,247.0,7.111613876319758,575.6289592760181,913.0920060331824
291.0,248.0,7.520958083832335,746.7649700598803,883.0104790419161
292.0,249.0,5.867272727272727,479.18242424242425,1000.359393939394
293.0,252.0,4.761506276150628,563.9506276150628,238.7205020920502
294.0,252.0,4.510706638115631,688.8918629550321,182.69271948608136
295.0,253.0,5.529364440868866,289.6484312148029,339.5736122284795
296.0,253.0,5.206053550640279,630.5622817229337,811.6100116414435
297.0,255.0,5.116950407105848,226.2094744633605,436.77868245743895
298.0,255.0,4.869753979739508,461.3277858176556,367.6403762662807
299.0,256.0,4.662903225806452,862.6806451612903,478.1306451612903
300.0,257.0,4.450444726810673,578.6747141041932,369.6073697585769
301.0,257.0,4.725806451612903,600.7677419354839,871.7064516129033
302.0,258.0,4.10126582278481,740.1086497890295,191.89029535864967
303.0,258.0,4.360204081632653,643.2632653061224,130.92755102040817
304.0,260.0,5.350106307583275,592.1679659815734,725.9277108433735
305.0,260.0,5.156619018023617,431.480422622747,427.1709136109385
306.0,260.0,4.763995609220637,619.8902305159165,831.5993413830955
307.0,262.0,5.375903614457831,451.0441767068273,201.01686746987951
308.0,262.0,5.889182058047494,543.122691292876,885.5145118733509
309.0,263.0,5.2687224669603525,265.511013215859,424.3920704845815
310.0,266.0,5.7198717948717945,327.2628205128205,500.375641025641
311.0,266.0,4.669527896995708,686.2997138769671,271.4685264663805
312.0,266.0,4.987846049966239,748.8426738690074,533.9264010803511
313.0,266.0,4.588987217305801,689.826941986234,596.8289085545723
314.0,267.0,4.897658862876254,299.952508361204,218.9973244147157
315.0,267.0,6.0346779900920025,335.6624203821656,451.4069355980184
316.0,267.0,1.2434497875801752e-14,-202.49313387336747,-125.91362139029394
317.0,268.0,4.930392156862745,456.4549019607843,486.45
318.0,271.0,5.580286168521463,896.1907790143084,335.04451510333865
319.0,272.0,5.812293456708527,345.4897554527429,615.4309319233312
320.0,273.0,5.715596330275229,566.3064220183486,915.451376146789
321.0,274.0,4.347634763476347,793.3179317931794,526.5434543454345
322.0,275.0,4.630099728014506,852.16953762466,351.9573889392566
323.0,275.0,5.71198318149965,639.5578135949545,919.7988787666432
324.0,276.0,8.106837606837606,933.1068376068376,694.9444444444445
325.0,277.0,4.941659070191431,738.3035551504103,816.003646308113
326.0,278.0,5.533487297921478,618.9745958429561,890.7321016166281
327.0,279.0,5.288288288288288,570.4283374283374,605.2031122031123
328.0,279.0,4.958904109589041,856.0924657534247,240.6832191780822
329.0,280.0,4.713706407137064,531.6536901865369,120.14436334144364
330.0,280.0,5.169968051118211,413.3079872204473,762.2587859424921
331.0,280.0,5.195084485407066,746.1013824884793,830.6866359447005
332.0,283.0,4.4917763157894735,900.1641283012417,389.6813588498632
333.0,283.0,5.151152860802733,302.15627668659266,396.6413321947054
334.0,283.0,5.839114832535885,277.20275119617224,607.6728468899521
335.0,284.0,5.334113973458236,217.2295081967213,294.10304449648714
336.0,286.0,5.610727969348659,314.11034482758623,189.3386973180077
337.0,287.0,4.4,834.2781725888325,193.1055837563452
338.0,288.0,5.350632911392405,926.7075949367088,711.1341772151899
339.0,291.0,5.430817610062893,898.7735849056604,396.6619496855346
340.0,294.0,5.858119658119658,228.2923076923077,342.1786324786325
341.0,295.0,5.415335463258786,956.3642172523962,677.496272630458
342.0,295.0,7.390443686006826,849.7058020477816,428.7522184300341
343.0,296.0,5.401645474943904,350.8773373223635,760.5347793567689
344.0,298.0,5.3887323943661976,984.7032863849764,641.362441314554
345.0,298.0,5.481617647058823,491.5632352941177,570.7492647058823
346.0,299.0,5.431171786120592,522.5062571103526,483.4334470989761
347.0,299.0,5.438714499252616,642.4805680119581,386.8370702541106
348.0,301.0,8.549180327868852,725.5737704918033,816.516393442623
349.0,303.0,4.453744493392071,938.0898678414096,717.2563876651982
350.0,303.0,5.382741823242867,453.43632567849687,659.2226861517049
351.0,303.0,7.410194174757281,655.6553398058253,915.5485436893204
352.0,303.0,4.96227621483376,510.6470588235294,74.71803069053709
353.0,305.0,6.022222222222222,626.0030303030303,931.210101010101
354.0,306.0,6.481239804241436,297.0301794453507,703.8058727569331
355.0,306.0,5.235653235653236,609.5018315018315,121.08180708180709
356.0,307.0,5.156748911465892,572.7924528301887,658.1269956458635
357.0,307.0,6.000757002271007,257.337623012869,770.667676003028
358.0,308.0,4.626637554585153,735.2772925764192,587.8427947598253
359.0,308.0,6.891625615763547,947.871921182266,581.3004926108374
360.0,308.0,5.667469879518072,709.5855421686747,919.8963855421688
361.0,310.0,5.6,499.8377622377623,119.34825174825176
362.0,312.0,4.526804860614725,708.4967834167262,794.7505360972123
363.0,314.0,5.330990864371048,393.90794096978215,229.25017568517217
364.0,314.0,6.088235294117647,719.3411764705883,857.6294117647059
365.0,315.0,5.795121951219512,386.8373983739837,591.8861788617886
366.0,316.0,6.028921023359288,940.3403781979978,717.908787541713
367.0,319.0,5.049,801.252,433.952
368.0,320.0,5.618526622902991,364.8964259664479,122.02334062727935
369.0,320.0,5.739130434782608,551.2634271099744,116.12787723785166
370.0,321.0,6.173469387755102,303.9404761904762,681.2678571428571
371.0,321.0,5.962398373983739,855.525406504065,244.1737804878049
372.0,322.0,5.539174389216512,894.6301600673968,661.9014321819714
373.0,323.0,6.845975232198143,201.69427244582045,365.8691950464397
374.0,245.0,6.0,358.35068733484,806.608423170447
375.0,240.0,8.0,966.7896312809085,629.3011177594689
376.0,219.0,5.0,590.3283081279143,821.763724718747
377.0,188.0,6.0,840.4912170490521,278.7337435227203
378.0,178.0,6.0,800.1917537645636,276.85228249470856
379.0,149.0,5.0,944.0311431683372,610.5347152339889
380.0,105.0,7.0,736.1736699022301,301.5100024379501
381.0,19.0,8.0,664.7150261652235,502.2348969954043
382.0,19.0,8.0,513.3355958276604,539.2984264706198
383.0,15.0,8.0,692.9708786990057,525.5796808793574
384.0,20.0,8.0,697.994463842213,479.9345932692683
385.0,25.0,10.0,523.6990655921096,567.9361119460202
386.0,24.0,7.0,553.5033915533969,416.6578393027849
387.0,19.0,8.0,755.0691497274788,605.9924035254018
388.0,23.0,8.0,759.3608807223007,643.3397912367534
389.0,26.0,7.0,797.0054752633357,552.1832808169825
390.0,18.0,8.0,655.6297313723182,467.1788400625609
391.0,4.0,9.0,586.8142413018749,579.6723746373491
392.0,3.0,9.0,657.9002675665711,548.6228878235389
393.0,10.0,7.0,656.9888581357636,646.4035096853157
394.0,28.0,8.0,609.5888745288752,549.33036959584
395.0,42.0,5.0,694.7768680683926,697.6443303204417
396.0,45.0,8.0,714.1956694363548,641.220857948209
397.0,7.0,8.0,708.9118367001454,672.581955524416
398.0,25.0,8.0,542.7410982576639,472.1886264736331
399.0,26.0,10.0,564.6740298499423,485.1072540630486
400.0,28.0,9.0,559.0079329679168,514.809783745101
401.0,22.0,8.0,551.5361188431574,557.7041183029743
402.0,23.0,10.0,586.8918047466927,553.1264485024783
403.0,5.0,9.0,604.4175037777169,613.2515134083858
404.0,55.0,8.0,705.1726561109926,441.6159202674867
405.0,87.0,8.0,719.709964172379,658.515160907429
406.0,10.0,10.0,614.6698042392194,509.03555191180806
407.0,11.0,10.0,556.2508086782037,469.1963903869609
408.0,23.0,8.0,664.8369647976017,429.6340672597448
409.0,83.0,8.0,549.5674968693974,389.4699612564077
410.0,83.0,8.0,553.3409706346082,602.9045044756301
411.0,87.0,7.0,463.0596633503783,565.5292179449134
412.0,88.0,8.0,425.298401317197,563.3718111954162
413.0,94.0,10.0,691.1059069128019,392.18154926309927
414.0,65.0,8.0,767.3188880688018,717.3524174062379
415.0,115.0,6.0,400.92761232598366,473.1475415448526
416.0,32.0,7.0,745.0022182354486,728.9599705751616
417.0,38.0,6.0,759.8370406114519,739.4900966332202
418.0,42.0,7.0,759.4209613286746,684.2325242636815
419.0,37.0,6.0,797.9845447669775,660.5006518818647
420.0,46.0,8.0,767.4590768464979,691.6411207073763
421.0,90.0,8.0,748.3317445583413,837.9964254210308
422.0,127.0,6.0,693.8173904327317,555.5032158449076
423.0,113.0,7.0,924.6139641645431,532.1444311849398
424.0,128.0,7.0,886.2401385878802,446.25548180096416
425.0,91.0,7.0,783.8688832742343,478.3441738357591
426.0,90.0,6.0,598.701544105237,301.4921172870754
427.0,62.0,9.0,840.1429055424712,629.6071128672143
428.0,38.0,8.0,809.6304379515293,522.4096762753873
