T,Z,Y,X,Score,Size,Confidence
207.0,5.0,895.0,473.0,1.0,7.0,1.0
207.0,8.0,205.0,483.0,0.999998212,7.0,1.0
207.0,11.0,206.0,344.0,0.999998093,7.0,1.0
207.0,7.0,237.0,788.0,0.999997258,6.0,1.0
207.0,6.0,344.0,640.0,0.999988556,7.0,1.0
207.0,8.0,832.0,648.0,0.999985814,7.0,1.0
207.0,7.0,239.0,652.0,0.999723732,6.0,1.0
207.0,10.0,198.0,461.0,0.999561846,7.0,1.0
207.0,5.0,213.0,481.0,0.999547541,6.0,1.0
208.0,6.0,344.0,637.0,1.0,7.0,1.0
208.0,10.0,214.0,331.0,0.999997973,6.0,1.0
208.0,4.0,943.0,499.0,0.999996781,6.0,1.0
208.0,5.0,210.0,485.0,0.999996185,6.0,1.0
208.0,7.0,203.0,344.0,0.999992967,6.0,1.0
208.0,9.0,885.0,527.0,0.999659896,6.0,1.0
208.0,6.0,232.0,656.0,0.999641895,6.0,1.0
209.0,10.0,213.0,347.0,1.0,6.0,1.0
209.0,7.0,239.0,793.0,0.999970198,6.0,1.0
209.0,7.0,702.0,890.0,0.999923587,6.0,1.0
210.0,6.0,444.0,311.0,1.0,5.0,1.0
210.0,7.0,785.0,705.0,0.999943972,7.0,1.0
210.0,6.0,351.0,653.0,0.999034584,6.0,1.0
211.0,5.0,674.0,740.0,1.0,6.0,1.0
211.0,10.0,663.0,905.0,0.999999881,6.0,1.0
211.0,7.0,240.0,793.0,0.999999762,7.0,1.0
211.0,7.0,234.0,787.0,0.999999642,6.0,1.0
211.0,12.0,441.0,149.0,0.999955773,7.0,1.0
211.0,4.0,968.0,514.0,0.999770105,6.0,1.0
211.0,7.0,786.0,704.0,0.999448478,6.0,1.0
211.0,11.0,193.0,451.0,0.999412179,6.0,1.0
211.0,8.0,206.0,473.0,0.999230981,7.0,1.0
212.0,6.0,238.0,791.0,0.999987483,7.0,1.0
212.0,6.0,916.0,512.0,0.999951363,7.0,1.0
212.0,10.0,183.0,460.0,0.999948025,6.0,1.0
212.0,8.0,683.0,281.0,0.999794006,6.0,1.0
212.0,12.0,439.0,150.0,0.99926728,7.0,1.0
213.0,10.0,218.0,337.0,1.0,6.0,1.0
213.0,9.0,181.0,450.0,0.999999285,6.0,1.0
213.0,7.0,192.0,445.0,0.999995232,6.0,1.0
213.0,12.0,437.0,145.0,0.999990702,6.0,1.0
213.0,6.0,516.0,205.0,0.999117553,6.0,1.0
214.0,12.0,200.0,432.0,1.0,6.0,1.0
214.0,7.0,236.0,789.0,0.999993563,6.0,1.0
215.0,10.0,434.0,138.0,1.0,6.0,1.0
215.0,11.0,219.0,340.0,1.0,6.0,1.0
215.0,12.0,199.0,423.0,0.99998045,5.0,1.0
215.0,7.0,165.0,412.0,0.999753654,7.0,1.0
216.0,7.0,170.0,401.0,1.0,6.0,1.0
216.0,5.0,211.0,351.0,0.999996066,6.0,1.0
216.0,11.0,197.0,417.0,0.999991775,6.0,1.0
216.0,7.0,184.0,400.0,0.99998951,5.0,1.0
216.0,5.0,653.0,217.0,0.999975562,7.0,1.0
216.0,6.0,671.0,851.0,0.999921441,6.0,1.0
216.0,7.0,863.0,405.0,0.99925071,6.0,1.0
217.0,9.0,177.0,381.0,1.0,6.0,1.0
217.0,12.0,223.0,331.0,1.0,6.0,1.0
217.0,5.0,292.0,516.0,0.999981403,8.0,1.0
217.0,6.0,175.0,466.0,0.999967098,7.0,1.0
217.0,8.0,686.0,276.0,0.999339402,7.0,1.0
218.0,9.0,169.0,370.0,1.0,6.0,1.0
218.0,9.0,432.0,124.0,0.999987245,6.0,1.0
218.0,7.0,232.0,785.0,0.999675214,6.0,1.0
218.0,7.0,781.0,650.0,0.999556005,6.0,1.0
218.0,6.0,858.0,72.0,0.999202788,6.0,1.0
218.0,9.0,822.0,363.0,0.999113381,6.0,1.0
218.0,10.0,224.0,321.0,0.999104202,6.0,1.0
219.0,8.0,650.0,925.0,0.999999881,6.0,1.0
219.0,6.0,319.0,759.0,0.999999642,6.0,1.0
219.0,10.0,189.0,399.0,0.999996424,6.0,1.0
219.0,6.0,234.0,789.0,0.99998641,6.0,1.0
219.0,6.0,175.0,456.0,0.999956965,6.0,1.0
219.0,10.0,163.0,357.0,0.999949217,6.0,1.0
219.0,6.0,163.0,363.0,0.999930263,6.0,1.0
219.0,9.0,624.0,925.0,0.999907851,7.0,1.0
219.0,7.0,848.0,712.0,0.999614954,6.0,1.0
220.0,6.0,170.0,349.0,0.999999762,7.0,1.0
220.0,5.0,713.0,786.0,0.999998569,6.0,1.0
220.0,10.0,233.0,314.0,0.999998569,6.0,1.0
220.0,13.0,434.0,130.0,0.99999702,6.0,1.0
220.0,10.0,160.0,345.0,0.999996066,6.0,1.0
220.0,6.0,232.0,789.0,0.999994993,6.0,1.0
220.0,5.0,167.0,368.0,0.999985814,6.0,1.0
220.0,15.0,690.0,903.0,0.99998045,6.0,1.0
220.0,9.0,628.0,930.0,0.999934554,6.0,1.0
220.0,6.0,178.0,454.0,0.99915421,7.0,1.0
221.0,9.0,150.0,336.0,1.0,7.0,1.0
221.0,6.0,235.0,790.0,0.999999762,7.0,1.0
221.0,6.0,595.0,852.0,0.999998331,7.0,1.0
221.0,6.0,189.0,304.0,0.999940634,6.0,1.0
221.0,4.0,721.0,787.0,0.999920487,7.0,1.0
221.0,10.0,237.0,294.0,0.999918699,6.0,1.0
221.0,6.0,162.0,335.0,0.999830127,6.0,1.0
222.0,7.0,640.0,937.0,0.999999404,7.0,1.0
222.0,7.0,234.0,287.0,0.999997497,6.0,1.0
222.0,11.0,245.0,294.0,0.999991059,6.0,1.0
222.0,14.0,695.0,899.0,0.99981463,6.0,1.0
223.0,9.0,414.0,128.0,0.999999881,7.0,1.0
223.0,5.0,633.0,462.0,0.999999762,6.0,1.0
223.0,7.0,236.0,790.0,0.999982476,6.0,1.0
223.0,6.0,595.0,818.0,0.99991858,7.0,1.0
224.0,9.0,421.0,117.0,1.0,6.0,1.0
224.0,7.0,244.0,285.0,0.999999523,6.0,1.0
224.0,7.0,235.0,788.0,0.999969959,6.0,1.0
225.0,7.0,235.0,787.0,0.999999881,6.0,1.0
225.0,8.0,234.0,258.0,0.999999762,6.0,1.0
225.0,6.0,171.0,440.0,0.999903202,6.0,1.0
225.0,4.0,940.0,482.0,0.999463737,6.0,1.0
225.0,6.0,380.0,836.0,0.999299526,6.0,1.0
225.0,8.0,423.0,101.0,0.999030948,6.0,1.0
226.0,5.0,941.0,483.0,1.0,6.0,1.0
226.0,8.0,217.0,262.0,1.0,6.0,1.0
226.0,8.0,233.0,270.0,1.0,6.0,1.0
226.0,5.0,561.0,450.0,0.999998927,7.0,1.0
226.0,5.0,921.0,73.0,0.999996662,7.0,1.0
226.0,7.0,865.0,411.0,0.999807715,6.0,1.0
227.0,8.0,229.0,264.0,1.0,6.0,1.0
227.0,5.0,394.0,843.0,0.999998212,6.0,1.0
227.0,6.0,558.0,845.0,0.999996066,6.0,1.0
227.0,6.0,355.0,835.0,0.999994159,6.0,1.0
227.0,7.0,184.0,362.0,0.999991059,7.0,1.0
227.0,9.0,243.0,250.0,0.999989033,7.0,1.0
227.0,5.0,928.0,81.0,0.999961138,6.0,1.0
227.0,6.0,239.0,791.0,0.999933481,7.0,1.0
228.0,6.0,928.0,88.0,1.0,6.0,1.0
228.0,6.0,558.0,842.0,0.999998331,6.0,1.0
228.0,6.0,171.0,432.0,0.999961734,6.0,1.0
228.0,7.0,758.0,203.0,0.999936819,7.0,1.0
228.0,6.0,358.0,838.0,0.99962008,6.0,1.0
229.0,8.0,948.0,84.0,0.999999642,6.0,1.0
229.0,6.0,606.0,866.0,0.999653697,6.0,1.0
229.0,5.0,665.0,141.0,0.999566615,8.0,1.0
229.0,6.0,560.0,837.0,0.999513507,6.0,1.0
229.0,5.0,383.0,845.0,0.99937582,5.0,1.0
229.0,6.0,188.0,371.0,0.999335825,7.0,1.0
230.0,6.0,173.0,431.0,0.999718845,6.0,1.0
230.0,6.0,952.0,76.0,0.999264419,6.0,1.0
231.0,6.0,963.0,74.0,1.0,7.0,1.0
231.0,5.0,666.0,783.0,0.999992013,6.0,1.0
231.0,5.0,950.0,476.0,0.999959946,6.0,1.0
233.0,9.0,1003.0,104.0,1.0,6.0,1.0
233.0,5.0,950.0,475.0,0.999997735,6.0,1.0
233.0,7.0,993.0,100.0,0.999831915,6.0,1.0
233.0,6.0,241.0,796.0,0.999295235,7.0,1.0
234.0,5.0,407.0,329.0,0.999996185,7.0,1.0
234.0,5.0,1018.0,694.0,0.999878526,7.0,1.0
234.0,7.0,383.0,826.0,0.999822617,7.0,1.0
234.0,6.0,348.0,702.0,0.999344409,6.0,1.0
235.0,5.0,853.0,386.0,0.999997616,7.0,1.0
235.0,8.0,408.0,116.0,0.999983072,7.0,1.0
235.0,5.0,511.0,276.0,0.999922514,7.0,1.0
235.0,7.0,379.0,826.0,0.999752939,7.0,1.0
236.0,8.0,353.0,1061.0,0.999990106,7.0,1.0
236.0,6.0,257.0,415.0,0.999911427,6.0,1.0
237.0,5.0,1024.0,702.0,1.0,7.0,1.0
237.0,6.0,171.0,429.0,0.999926925,6.0,1.0
237.0,7.0,405.0,113.0,0.999595642,7.0,1.0
238.0,7.0,242.0,798.0,0.999710739,6.0,1.0
238.0,6.0,172.0,425.0,0.999299049,6.0,1.0
239.0,6.0,391.0,811.0,0.999990702,6.0,1.0
239.0,5.0,942.0,480.0,0.999988556,6.0,1.0
239.0,8.0,850.0,670.0,0.999946356,6.0,1.0
239.0,6.0,381.0,825.0,0.999563515,6.0,1.0
239.0,6.0,261.0,418.0,0.99922812,6.0,1.0
240.0,5.0,633.0,653.0,1.0,6.0,1.0
240.0,6.0,394.0,810.0,0.999770343,6.0,1.0
240.0,6.0,382.0,818.0,0.999425948,6.0,1.0
240.0,6.0,263.0,416.0,0.999292135,6.0,1.0
241.0,5.0,940.0,477.0,0.99983561,6.0,1.0
242.0,5.0,832.0,342.0,1.0,7.0,1.0
242.0,6.0,570.0,895.0,0.999996662,6.0,1.0
242.0,6.0,398.0,824.0,0.999951482,6.0,1.0
242.0,7.0,790.0,695.0,0.999456823,7.0,1.0
242.0,7.0,171.0,411.0,0.999247491,6.0,1.0
243.0,5.0,225.0,751.0,0.999622941,6.0,1.0
243.0,7.0,580.0,895.0,0.999435127,6.0,1.0
243.0,8.0,894.0,542.0,0.999120533,6.0,1.0
244.0,6.0,731.0,816.0,0.999922991,6.0,1.0
244.0,8.0,172.0,337.0,0.999373078,7.0,1.0
244.0,6.0,170.0,404.0,0.999174416,6.0,1.0
245.0,6.0,265.0,728.0,0.999999881,7.0,1.0
245.0,8.0,865.0,415.0,0.999982953,7.0,1.0
245.0,9.0,833.0,377.0,0.999634624,6.0,1.0
246.0,8.0,862.0,411.0,0.999221206,7.0,1.0
247.0,7.0,893.0,543.0,0.999974132,6.0,1.0
247.0,8.0,882.0,569.0,0.999297142,7.0,1.0
248.0,7.0,893.0,542.0,0.999476433,6.0,1.0
249.0,6.0,479.0,1000.0,1.0,6.0,1.0
250.0,6.0,256.0,812.0,0.99999404,6.0,1.0
250.0,7.0,262.0,798.0,0.999900341,6.0,1.0
250.0,5.0,804.0,626.0,0.999177635,6.0,1.0
251.0,7.0,171.0,321.0,0.999979496,7.0,1.0
251.0,6.0,735.0,879.0,0.999955416,6.0,1.0
252.0,6.0,354.0,873.0,0.999999881,7.0,1.0
252.0,7.0,170.0,314.0,0.999990702,6.0,1.0
252.0,5.0,689.0,183.0,0.999949574,7.0,1.0
252.0,7.0,746.0,700.0,0.999047101,7.0,1.0
253.0,4.0,888.0,460.0,0.999977112,7.0,1.0
253.0,5.0,631.0,812.0,0.999678552,5.0,1.0
253.0,7.0,746.0,698.0,0.999620795,6.0,1.0
253.0,5.0,228.0,741.0,0.999521255,6.0,1.0
254.0,6.0,43.0,354.0,0.999800563,6.0,1.0
254.0,5.0,121.0,689.0,0.999257743,6.0,1.0
255.0,5.0,923.0,581.0,1.0,6.0,1.0
255.0,5.0,461.0,368.0,0.999985695,7.0,1.0
255.0,8.0,912.0,648.0,0.9999125,6.0,1.0
255.0,7.0,152.0,322.0,0.99979198,6.0,1.0
256.0,5.0,261.0,829.0,0.999999762,6.0,1.0
256.0,4.0,1004.0,197.0,0.999991417,6.0,1.0
256.0,7.0,266.0,810.0,0.999273956,6.0,1.0
257.0,7.0,264.0,810.0,0.999987006,6.0,1.0
257.0,5.0,601.0,872.0,0.999844313,6.0,1.0
259.0,7.0,897.0,543.0,0.999997735,6.0,1.0
259.0,8.0,909.0,649.0,0.99953419,6.0,1.0
260.0,5.0,592.0,726.0,0.999999881,6.0,1.0
260.0,5.0,873.0,389.0,0.999999881,7.0,1.0
260.0,5.0,431.0,427.0,0.999997139,6.0,1.0
260.0,5.0,961.0,451.0,0.999973655,6.0,1.0
260.0,7.0,255.0,816.0,0.999073029,6.0,1.0
261.0,7.0,897.0,540.0,0.999657393,6.0,1.0
261.0,7.0,959.0,444.0,0.999079823,6.0,1.0
262.0,6.0,543.0,886.0,0.999991179,7.0,1.0
262.0,7.0,253.0,818.0,0.999973416,6.0,1.0
262.0,7.0,964.0,447.0,0.999954104,6.0,1.0
262.0,4.0,757.0,92.0,0.999784589,6.0,1.0
262.0,5.0,451.0,201.0,0.999749839,6.0,1.0
262.0,4.0,955.0,218.0,0.999634981,6.0,1.0
262.0,7.0,151.0,315.0,0.999094129,6.0,1.0
263.0,7.0,251.0,821.0,0.99991715,6.0,1.0
264.0,4.0,902.0,211.0,0.999989748,6.0,1.0
264.0,7.0,641.0,925.0,0.999901414,6.0,1.0
264.0,9.0,804.0,319.0,0.999590874,6.0,1.0
265.0,4.0,859.0,454.0,0.999774218,6.0,1.0
265.0,6.0,150.0,644.0,0.999167502,6.0,1.0
266.0,5.0,686.0,271.0,0.999999762,7.0,1.0
266.0,8.0,141.0,322.0,0.999998927,7.0,1.0
266.0,6.0,976.0,457.0,0.99992764,6.0,1.0
267.0,4.0,929.0,185.0,0.999943852,6.0,1.0
267.0,4.0,751.0,105.0,0.999803901,6.0,1.0
268.0,5.0,971.0,434.0,0.999892592,6.0,1.0
268.0,4.0,918.0,193.0,0.999740899,6.0,1.0
269.0,8.0,795.0,219.0,0.999999523,7.0,1.0
269.0,5.0,882.0,425.0,0.999991894,6.0,1.0
269.0,8.0,994.0,142.0,0.99971348,7.0,1.0
269.0,7.0,139.0,325.0,0.999652147,7.0,1.0
270.0,8.0,795.0,219.0,0.999995708,7.0,1.0
270.0,5.0,226.0,738.0,0.999967337,6.0,1.0
270.0,5.0,951.0,404.0,0.999204636,6.0,1.0
271.0,4.0,1015.0,168.0,0.999998569,6.0,1.0
271.0,5.0,949.0,400.0,0.999992371,6.0,1.0
271.0,8.0,251.0,823.0,0.999749124,6.0,1.0
271.0,4.0,884.0,223.0,0.999482036,6.0,1.0
271.0,5.0,230.0,740.0,0.999461472,6.0,1.0
271.0,5.0,920.0,578.0,0.999039829,6.0,1.0
272.0,5.0,858.0,232.0,0.999518514,7.0,1.0
272.0,9.0,706.0,332.0,0.99941361,7.0,1.0
272.0,8.0,253.0,824.0,0.999291539,6.0,1.0
273.0,8.0,253.0,828.0,0.999973178,6.0,1.0
273.0,6.0,1043.0,384.0,0.999900699,7.0,1.0
273.0,4.0,932.0,306.0,0.999817729,6.0,1.0
273.0,8.0,800.0,221.0,0.999051988,7.0,1.0
274.0,8.0,250.0,831.0,1.0,6.0,1.0
274.0,7.0,139.0,305.0,0.999885321,6.0,1.0
274.0,5.0,547.0,221.0,0.999814153,7.0,1.0
274.0,6.0,565.0,911.0,0.999726832,7.0,1.0
274.0,6.0,263.0,840.0,0.999057353,6.0,1.0
275.0,6.0,640.0,920.0,0.999999881,7.0,1.0
275.0,9.0,138.0,298.0,0.999998808,6.0,1.0
275.0,8.0,244.0,832.0,0.999991775,6.0,1.0
275.0,5.0,725.0,884.0,0.99996841,6.0,1.0
276.0,5.0,951.0,388.0,0.999954581,6.0,1.0
276.0,8.0,800.0,223.0,0.999524772,6.0,1.0
276.0,8.0,933.0,695.0,0.999010444,6.0,1.0
277.0,8.0,850.0,676.0,0.999912262,6.0,1.0
277.0,8.0,240.0,831.0,0.999907851,6.0,1.0
277.0,9.0,999.0,276.0,0.999899149,6.0,1.0
278.0,7.0,236.0,832.0,0.999589205,6.0,1.0
279.0,4.0,1004.0,151.0,1.0,6.0,1.0
279.0,5.0,570.0,605.0,0.999999881,6.0,1.0
279.0,7.0,235.0,833.0,0.999948621,7.0,1.0
279.0,4.0,859.0,453.0,0.999771178,6.0,1.0
279.0,5.0,932.0,353.0,0.99961555,6.0,1.0
280.0,7.0,234.0,836.0,0.99992919,6.0,1.0
280.0,5.0,413.0,762.0,0.999637842,7.0,1.0
281.0,5.0,999.0,429.0,0.999947786,7.0,1.0
281.0,7.0,230.0,835.0,0.999704659,6.0,1.0
281.0,6.0,927.0,355.0,0.999422729,6.0,1.0
282.0,5.0,697.0,88.0,0.99986136,6.0,1.0
282.0,9.0,811.0,313.0,0.999757469,5.0,1.0
283.0,6.0,277.0,608.0,0.999998689,6.0,1.0
283.0,7.0,232.0,832.0,0.999340236,6.0,1.0
284.0,4.0,974.0,329.0,0.999999523,6.0,1.0
284.0,5.0,217.0,294.0,0.999977231,7.0,1.0
285.0,7.0,137.0,336.0,0.999379516,7.0,1.0
286.0,8.0,804.0,229.0,0.999977112,6.0,1.0
286.0,7.0,231.0,833.0,0.999955416,6.0,1.0
287.0,7.0,229.0,835.0,0.99965322,6.0,1.0
287.0,7.0,641.0,885.0,0.999591947,6.0,1.0
287.0,5.0,975.0,420.0,0.9995597,7.0,1.0
287.0,8.0,138.0,344.0,0.999511719,6.0,1.0
287.0,10.0,823.0,600.0,0.999281645,6.0,1.0
288.0,8.0,140.0,338.0,0.99974221,6.0,1.0
289.0,7.0,232.0,832.0,0.999944806,6.0,1.0
289.0,6.0,949.0,305.0,0.999734342,5.0,1.0
290.0,7.0,143.0,326.0,1.0,6.0,1.0
290.0,7.0,232.0,836.0,0.999988794,6.0,1.0
290.0,13.0,1014.0,251.0,0.999726117,6.0,1.0
291.0,5.0,899.0,397.0,0.999958158,6.0,1.0
291.0,8.0,231.0,839.0,0.999501228,6.0,1.0
292.0,8.0,230.0,839.0,0.999930263,6.0,1.0
293.0,8.0,162.0,302.0,0.999999881,7.0,1.0
294.0,9.0,838.0,727.0,0.999997854,6.0,1.0
294.0,7.0,228.0,842.0,0.999950171,6.0,1.0
295.0,7.0,850.0,429.0,1.0,6.0,1.0
295.0,7.0,225.0,844.0,0.999993801,6.0,1.0
295.0,12.0,961.0,366.0,0.999861717,6.0,1.0
295.0,9.0,857.0,330.0,0.999831915,5.0,1.0
296.0,5.0,351.0,761.0,0.999999404,6.0,1.0
296.0,5.0,961.0,672.0,0.99984777,6.0,1.0
296.0,6.0,267.0,874.0,0.999474883,6.0,1.0
297.0,5.0,942.0,326.0,0.99938333,6.0,1.0
298.0,5.0,492.0,571.0,0.999944329,7.0,1.0
298.0,6.0,186.0,320.0,0.999921441,6.0,1.0
298.0,7.0,248.0,950.0,0.99946779,6.0,1.0
299.0,5.0,642.0,387.0,1.0,7.0,1.0
299.0,9.0,835.0,724.0,0.999986649,6.0,1.0
299.0,8.0,705.0,329.0,0.999322951,7.0,1.0
300.0,5.0,723.0,102.0,0.999097168,6.0,1.0
301.0,9.0,726.0,817.0,0.999816179,6.0,1.0
301.0,11.0,1005.0,156.0,0.999715745,7.0,1.0
301.0,10.0,570.0,33.0,0.999699771,6.0,1.0
302.0,13.0,1015.0,133.0,0.999972224,6.0,1.0
302.0,6.0,937.0,739.0,0.99993515,6.0,1.0
302.0,7.0,893.0,441.0,0.999847174,6.0,1.0
303.0,5.0,453.0,659.0,0.999999762,6.0,1.0
303.0,14.0,1030.0,114.0,0.999982357,6.0,1.0
303.0,15.0,1019.0,109.0,0.999937654,6.0,1.0
304.0,11.0,705.0,78.0,0.999830246,6.0,1.0
304.0,10.0,715.0,77.0,0.999773264,6.0,1.0
305.0,13.0,1015.0,96.0,0.999855399,6.0,1.0
305.0,9.0,835.0,720.0,0.999575675,6.0,1.0
305.0,6.0,240.0,407.0,0.999563396,6.0,1.0
306.0,6.0,297.0,704.0,1.0,5.0,1.0
306.0,15.0,1029.0,93.0,0.999983072,6.0,1.0
306.0,7.0,621.0,932.0,0.999982238,7.0,1.0
306.0,5.0,610.0,121.0,0.999335587,6.0,1.0
307.0,8.0,691.0,97.0,0.999999404,5.0,1.0
307.0,10.0,234.0,568.0,0.999949217,7.0,1.0
307.0,5.0,573.0,658.0,0.999100745,6.0,1.0
308.0,7.0,155.0,294.0,0.999999046,7.0,1.0
308.0,9.0,704.0,104.0,0.999985218,5.0,1.0
308.0,7.0,719.0,249.0,0.999887228,7.0,1.0
308.0,6.0,710.0,920.0,0.999572337,6.0,1.0
308.0,7.0,205.0,733.0,0.999540031,6.0,1.0
308.0,10.0,781.0,913.0,0.999514222,7.0,1.0
309.0,9.0,719.0,107.0,0.999999285,6.0,1.0
309.0,7.0,156.0,286.0,0.999618649,6.0,1.0
310.0,6.0,500.0,119.0,0.999786258,7.0,1.0
310.0,11.0,986.0,689.0,0.999659896,6.0,1.0
310.0,6.0,196.0,755.0,0.999439299,6.0,1.0
311.0,7.0,144.0,300.0,0.999975801,6.0,1.0
311.0,8.0,840.0,699.0,0.999335706,6.0,1.0
311.0,13.0,986.0,689.0,0.99925822,6.0,1.0
312.0,10.0,227.0,570.0,0.999830961,6.0,1.0
313.0,7.0,148.0,285.0,0.99979949,6.0,1.0
313.0,8.0,719.0,248.0,0.99969238,6.0,1.0
313.0,9.0,733.0,97.0,0.999637961,6.0,1.0
313.0,6.0,199.0,749.0,0.999582946,6.0,1.0
313.0,10.0,731.0,80.0,0.999250233,6.0,1.0
314.0,7.0,209.0,563.0,0.999104202,7.0,1.0
314.0,6.0,267.0,893.0,0.999067068,6.0,1.0
315.0,7.0,716.0,246.0,0.999969721,7.0,1.0
315.0,7.0,796.0,933.0,0.999918461,7.0,1.0
315.0,8.0,220.0,824.0,0.999750197,6.0,1.0
315.0,5.0,813.0,857.0,0.99917537,6.0,1.0
315.0,10.0,989.0,686.0,0.999142766,6.0,1.0
316.0,4.0,730.0,94.0,0.999999881,6.0,1.0
316.0,6.0,276.0,755.0,0.999999523,6.0,1.0
316.0,8.0,738.0,94.0,0.999977708,7.0,1.0
316.0,7.0,141.0,290.0,0.999712288,6.0,1.0
316.0,6.0,703.0,99.0,0.999059975,7.0,1.0
317.0,9.0,992.0,685.0,0.999913216,6.0,1.0
318.0,8.0,147.0,301.0,0.999995947,6.0,1.0
318.0,8.0,216.0,812.0,0.999994755,6.0,1.0
319.0,6.0,719.0,986.0,0.999506354,6.0,1.0
319.0,8.0,232.0,819.0,0.99931109,6.0,1.0
320.0,6.0,718.0,983.0,0.99990809,6.0,1.0
320.0,6.0,551.0,116.0,0.999741495,7.0,1.0
320.0,8.0,162.0,309.0,0.999703467,7.0,1.0
320.0,8.0,712.0,248.0,0.999392748,6.0,1.0
320.0,7.0,913.0,574.0,0.999313712,6.0,1.0
321.0,6.0,856.0,244.0,0.999937534,6.0,1.0
321.0,6.0,304.0,681.0,0.999852777,6.0,1.0
321.0,9.0,166.0,306.0,0.999422133,6.0,1.0
321.0,8.0,230.0,812.0,0.999400854,6.0,1.0
321.0,7.0,253.0,876.0,0.999136329,6.0,1.0
