T,Z,Y,X,Score,Size,Confidence
115.0,7.0,402.0,475.0,1.0,5.0,1.0
115.0,7.0,340.0,536.0,0.999998569,6.0,1.0
115.0,8.0,869.0,542.0,0.999986291,7.0,1.0
115.0,9.0,658.0,562.0,0.999933004,6.0,1.0
115.0,6.0,705.0,867.0,0.999920964,6.0,1.0
115.0,8.0,787.0,589.0,0.999249756,6.0,1.0
116.0,6.0,871.0,401.0,0.999985814,7.0,1.0
116.0,10.0,840.0,464.0,0.999796748,7.0,1.0
116.0,7.0,355.0,517.0,0.999623537,7.0,1.0
116.0,9.0,447.0,681.0,0.999358356,6.0,1.0
117.0,9.0,526.0,671.0,0.999999881,7.0,1.0
117.0,5.0,860.0,450.0,0.99999547,7.0,1.0
117.0,11.0,590.0,756.0,0.999897122,7.0,1.0
118.0,6.0,639.0,807.0,0.999999762,6.0,1.0
118.0,9.0,539.0,820.0,0.999945521,7.0,1.0
118.0,6.0,357.0,529.0,0.99954015,6.0,1.0
119.0,6.0,861.0,435.0,0.999999762,6.0,1.0
119.0,8.0,846.0,443.0,0.999692142,6.0,1.0
120.0,8.0,628.0,892.0,0.999999166,6.0,1.0
122.0,7.0,427.0,787.0,0.999988317,6.0,1.0
122.0,8.0,440.0,580.0,0.999979138,6.0,1.0
122.0,10.0,528.0,728.0,0.999695599,6.0,1.0
122.0,7.0,719.0,316.0,0.999276578,7.0,1.0
122.0,9.0,491.0,505.0,0.999079227,6.0,1.0
123.0,9.0,532.0,375.0,0.999999762,6.0,1.0
123.0,11.0,596.0,767.0,0.999945283,6.0,1.0
123.0,9.0,476.0,672.0,0.999944329,6.0,1.0
123.0,8.0,760.0,417.0,0.999866605,7.0,1.0
123.0,9.0,438.0,792.0,0.999860406,6.0,1.0
123.0,9.0,491.0,478.0,0.999579847,6.0,1.0
124.0,9.0,477.0,662.0,1.0,7.0,1.0
124.0,7.0,726.0,585.0,0.999997616,7.0,1.0
124.0,10.0,576.0,496.0,0.999922752,7.0,1.0
124.0,9.0,574.0,747.0,0.999291182,7.0,1.0
126.0,6.0,564.0,664.0,1.0,6.0,1.0
126.0,9.0,923.0,645.0,0.999994278,6.0,1.0
127.0,10.0,512.0,464.0,0.999947786,6.0,1.0
127.0,9.0,785.0,362.0,0.999857783,7.0,1.0
127.0,10.0,451.0,437.0,0.999767363,6.0,1.0
127.0,9.0,562.0,468.0,0.999613047,6.0,1.0
127.0,7.0,695.0,554.0,0.999584019,7.0,1.0
128.0,6.0,505.0,282.0,0.999999881,7.0,1.0
128.0,9.0,387.0,717.0,0.999999881,7.0,1.0
128.0,8.0,917.0,644.0,0.99999702,6.0,1.0
128.0,6.0,886.0,448.0,0.999936342,6.0,1.0
128.0,10.0,802.0,448.0,0.999498129,6.0,1.0
129.0,8.0,372.0,715.0,0.999956131,6.0,1.0
129.0,11.0,709.0,374.0,0.999929667,7.0,1.0
129.0,9.0,513.0,320.0,0.99966538,7.0,1.0
129.0,9.0,484.0,459.0,0.999528825,6.0,1.0
129.0,9.0,461.0,489.0,0.99913919,7.0,1.0
129.0,6.0,509.0,276.0,0.999023795,6.0,1.0
130.0,6.0,456.0,279.0,0.999955058,6.0,1.0
130.0,8.0,688.0,885.0,0.999931931,6.0,1.0
130.0,10.0,559.0,339.0,0.999897838,6.0,1.0
130.0,5.0,683.0,904.0,0.999888659,7.0,1.0
130.0,11.0,708.0,373.0,0.999797225,6.0,1.0
130.0,8.0,422.0,423.0,0.999639034,6.0,1.0
131.0,10.0,793.0,494.0,0.999987125,7.0,1.0
131.0,10.0,522.0,413.0,0.999706686,7.0,1.0
131.0,5.0,272.0,657.0,0.999579966,6.0,1.0
132.0,10.0,550.0,458.0,0.999999881,6.0,1.0
132.0,9.0,476.0,452.0,0.999996662,7.0,1.0
132.0,7.0,498.0,832.0,0.999996424,6.0,1.0
132.0,10.0,735.0,668.0,0.999962568,7.0,1.0
132.0,6.0,853.0,637.0,0.999753773,6.0,1.0
132.0,5.0,463.0,270.0,0.999725878,6.0,1.0
132.0,10.0,686.0,710.0,0.999394059,7.0,1.0
132.0,7.0,727.0,809.0,0.999277055,7.0,1.0
133.0,8.0,466.0,791.0,1.0,6.0,1.0
133.0,9.0,676.0,439.0,1.0,6.0,1.0
133.0,10.0,547.0,455.0,0.999996424,7.0,1.0
133.0,8.0,332.0,451.0,0.999985695,6.0,1.0
133.0,7.0,764.0,603.0,0.999874473,6.0,1.0
133.0,10.0,849.0,678.0,0.999688685,7.0,1.0
133.0,10.0,514.0,410.0,0.999084234,7.0,1.0
133.0,9.0,743.0,475.0,0.999033272,7.0,1.0
134.0,7.0,400.0,420.0,0.999988317,6.0,1.0
134.0,9.0,470.0,449.0,0.999957085,6.0,1.0
134.0,10.0,544.0,455.0,0.999892712,6.0,1.0
134.0,10.0,512.0,409.0,0.99988389,6.0,1.0
134.0,9.0,665.0,531.0,0.999625087,6.0,1.0
134.0,9.0,756.0,617.0,0.99946928,7.0,1.0
135.0,8.0,741.0,879.0,0.999999762,6.0,1.0
135.0,7.0,743.0,869.0,0.999923825,6.0,1.0
135.0,9.0,654.0,904.0,0.999836206,6.0,1.0
135.0,9.0,466.0,446.0,0.999812961,6.0,1.0
135.0,9.0,725.0,578.0,0.999652267,7.0,1.0
135.0,9.0,670.0,448.0,0.999391317,6.0,1.0
136.0,9.0,528.0,339.0,0.999999404,6.0,1.0
136.0,7.0,526.0,387.0,0.999998212,6.0,1.0
136.0,7.0,590.0,721.0,0.999992251,6.0,1.0
136.0,6.0,783.0,631.0,0.999775887,8.0,1.0
136.0,9.0,538.0,457.0,0.999546587,6.0,1.0
136.0,9.0,725.0,464.0,0.99947989,6.0,1.0
137.0,6.0,591.0,893.0,0.999980927,6.0,1.0
137.0,11.0,552.0,335.0,0.999575555,7.0,1.0
137.0,9.0,592.0,527.0,0.999408007,6.0,1.0
138.0,6.0,593.0,895.0,0.999999762,8.0,1.0
138.0,7.0,645.0,463.0,0.999999404,5.0,1.0
138.0,9.0,855.0,686.0,0.999968886,6.0,1.0
138.0,7.0,472.0,247.0,0.999931097,7.0,1.0
138.0,6.0,815.0,595.0,0.999928594,6.0,1.0
138.0,7.0,683.0,889.0,0.99990952,6.0,1.0
138.0,9.0,754.0,846.0,0.999767721,6.0,1.0
138.0,8.0,723.0,876.0,0.999708831,6.0,1.0
138.0,6.0,598.0,813.0,0.999317884,7.0,1.0
138.0,11.0,696.0,730.0,0.999220848,7.0,1.0
139.0,9.0,856.0,693.0,1.0,6.0,1.0
139.0,6.0,698.0,775.0,0.999999762,6.0,1.0
139.0,8.0,636.0,464.0,0.999976516,6.0,1.0
139.0,9.0,650.0,461.0,0.999919891,7.0,1.0
139.0,9.0,627.0,807.0,0.999908805,6.0,1.0
139.0,9.0,622.0,770.0,0.99984777,6.0,1.0
140.0,8.0,333.0,704.0,1.0,6.0,1.0
140.0,10.0,789.0,505.0,0.99995923,6.0,1.0
140.0,9.0,659.0,409.0,0.999958277,7.0,1.0
140.0,9.0,450.0,435.0,0.999887824,6.0,1.0
140.0,7.0,479.0,238.0,0.999879479,6.0,1.0
140.0,10.0,597.0,433.0,0.999722898,7.0,1.0
140.0,10.0,698.0,429.0,0.999229312,6.0,1.0
141.0,9.0,656.0,409.0,1.0,7.0,1.0
141.0,10.0,275.0,264.0,0.999998569,7.0,1.0
141.0,11.0,700.0,733.0,0.999980807,7.0,1.0
141.0,6.0,470.0,231.0,0.999961019,6.0,1.0
141.0,8.0,275.0,551.0,0.999941945,6.0,1.0
141.0,9.0,494.0,403.0,0.999692857,6.0,1.0
142.0,9.0,335.0,314.0,1.0,6.0,1.0
142.0,8.0,562.0,584.0,0.999999881,6.0,1.0
142.0,8.0,584.0,683.0,0.999999642,6.0,1.0
142.0,11.0,699.0,734.0,0.999998093,7.0,1.0
142.0,8.0,626.0,447.0,0.999990463,6.0,1.0
142.0,8.0,268.0,554.0,0.999917388,7.0,1.0
142.0,10.0,699.0,429.0,0.999590158,6.0,1.0
142.0,10.0,789.0,506.0,0.999535501,7.0,1.0
142.0,10.0,827.0,709.0,0.999162674,7.0,1.0
143.0,5.0,795.0,756.0,1.0,7.0,1.0
143.0,9.0,613.0,825.0,0.999999642,6.0,1.0
143.0,8.0,549.0,708.0,0.999997139,6.0,1.0
143.0,5.0,825.0,665.0,0.99998641,6.0,1.0
143.0,9.0,752.0,674.0,0.999947667,7.0,1.0
143.0,6.0,476.0,224.0,0.999940872,6.0,1.0
143.0,7.0,663.0,851.0,0.999622345,6.0,1.0
143.0,9.0,471.0,365.0,0.999593973,6.0,1.0
144.0,8.0,648.0,744.0,1.0,6.0,1.0
144.0,7.0,517.0,607.0,0.999997377,6.0,1.0
144.0,7.0,259.0,546.0,0.999817371,6.0,1.0
144.0,8.0,282.0,473.0,0.999369144,7.0,1.0
145.0,6.0,307.0,385.0,1.0,6.0,1.0
145.0,8.0,274.0,478.0,0.999920845,6.0,1.0
145.0,8.0,513.0,602.0,0.999732792,6.0,1.0
145.0,9.0,651.0,736.0,0.999311328,7.0,1.0
145.0,6.0,709.0,856.0,0.999290943,6.0,1.0
146.0,6.0,425.0,815.0,0.999999762,6.0,1.0
146.0,8.0,295.0,388.0,0.999999523,6.0,1.0
146.0,10.0,698.0,425.0,0.999857187,6.0,1.0
146.0,8.0,435.0,323.0,0.999679744,6.0,1.0
146.0,8.0,242.0,547.0,0.999389291,6.0,1.0
147.0,7.0,462.0,699.0,0.999984622,6.0,1.0
147.0,8.0,693.0,542.0,0.999906421,6.0,1.0
147.0,8.0,428.0,830.0,0.999807477,7.0,1.0
147.0,10.0,660.0,750.0,0.999571502,6.0,1.0
148.0,9.0,431.0,826.0,1.0,6.0,1.0
148.0,9.0,304.0,388.0,0.999999881,6.0,1.0
148.0,6.0,888.0,723.0,0.999997616,6.0,1.0
148.0,9.0,626.0,272.0,0.999654651,6.0,1.0
148.0,5.0,595.0,204.0,0.999618411,7.0,1.0
148.0,6.0,861.0,427.0,0.999275744,5.0,1.0
148.0,8.0,228.0,555.0,0.999005795,6.0,1.0
149.0,10.0,298.0,386.0,1.0,7.0,1.0
149.0,9.0,633.0,270.0,0.999997854,7.0,1.0
149.0,7.0,858.0,428.0,0.999964595,6.0,1.0
149.0,8.0,793.0,692.0,0.999930263,7.0,1.0
149.0,10.0,705.0,366.0,0.999929428,7.0,1.0
149.0,8.0,939.0,610.0,0.999926686,6.0,1.0
149.0,9.0,754.0,650.0,0.999880075,7.0,1.0
149.0,9.0,695.0,353.0,0.999625683,7.0,1.0
150.0,6.0,664.0,786.0,1.0,6.0,1.0
150.0,9.0,290.0,379.0,0.999999404,6.0,1.0
150.0,7.0,702.0,810.0,0.999981046,6.0,1.0
150.0,6.0,810.0,324.0,0.999969363,7.0,1.0
150.0,8.0,616.0,267.0,0.999849439,6.0,1.0
150.0,7.0,728.0,265.0,0.99927634,7.0,1.0
151.0,7.0,287.0,384.0,0.999995828,6.0,1.0
151.0,9.0,665.0,346.0,0.999959946,5.0,1.0
152.0,7.0,763.0,492.0,1.0,6.0,1.0
152.0,6.0,282.0,391.0,0.999953866,7.0,1.0
152.0,7.0,516.0,634.0,0.999945998,6.0,1.0
152.0,7.0,705.0,778.0,0.9999367,7.0,1.0
152.0,10.0,678.0,340.0,0.999834061,6.0,1.0
152.0,7.0,434.0,628.0,0.999409795,5.0,1.0
152.0,5.0,270.0,657.0,0.999376178,6.0,1.0
153.0,6.0,486.0,565.0,1.0,6.0,1.0
153.0,8.0,494.0,282.0,0.999999523,7.0,1.0
153.0,7.0,271.0,398.0,0.999902725,7.0,1.0
153.0,7.0,757.0,485.0,0.999830961,7.0,1.0
154.0,6.0,756.0,717.0,0.999999881,7.0,1.0
154.0,9.0,277.0,408.0,0.999931931,7.0,1.0
154.0,6.0,266.0,398.0,0.999829292,7.0,1.0
154.0,7.0,860.0,431.0,0.999828935,5.0,1.0
154.0,8.0,497.0,272.0,0.99932164,6.0,1.0
155.0,8.0,268.0,393.0,0.999992728,7.0,1.0
155.0,7.0,607.0,835.0,0.999968052,6.0,1.0
155.0,8.0,369.0,640.0,0.999909401,6.0,1.0
155.0,8.0,280.0,400.0,0.99990201,5.0,1.0
155.0,9.0,756.0,511.0,0.999625444,7.0,1.0
155.0,8.0,645.0,300.0,0.999381185,6.0,1.0
156.0,6.0,469.0,644.0,1.0,6.0,1.0
156.0,6.0,702.0,816.0,0.999983549,7.0,1.0
156.0,7.0,631.0,864.0,0.999271214,6.0,1.0
157.0,12.0,273.0,414.0,0.999997497,7.0,1.0
157.0,9.0,262.0,405.0,0.999996662,7.0,1.0
157.0,6.0,643.0,859.0,0.999965906,6.0,1.0
158.0,9.0,259.0,405.0,0.999996662,6.0,1.0
158.0,6.0,887.0,717.0,0.999989033,7.0,1.0
158.0,8.0,331.0,665.0,0.999959826,7.0,1.0
158.0,9.0,549.0,305.0,0.999792457,7.0,1.0
158.0,8.0,755.0,644.0,0.999572098,7.0,1.0
159.0,5.0,970.0,622.0,1.0,7.0,1.0
159.0,7.0,564.0,460.0,1.0,6.0,1.0
159.0,8.0,330.0,664.0,0.999999642,6.0,1.0
159.0,8.0,755.0,649.0,0.999998569,7.0,1.0
159.0,9.0,253.0,415.0,0.99998498,6.0,1.0
159.0,9.0,757.0,511.0,0.999584019,7.0,1.0
159.0,10.0,913.0,604.0,0.999218822,7.0,1.0
160.0,10.0,256.0,422.0,1.0,6.0,1.0
160.0,8.0,911.0,608.0,0.999587238,6.0,1.0
161.0,7.0,954.0,646.0,1.0,7.0,1.0
161.0,6.0,910.0,716.0,0.999832869,6.0,1.0
161.0,7.0,399.0,634.0,0.999779105,6.0,1.0
161.0,4.0,994.0,538.0,0.999328554,6.0,1.0
162.0,8.0,240.0,436.0,0.999999642,6.0,1.0
162.0,7.0,348.0,661.0,0.999996901,7.0,1.0
162.0,8.0,240.0,423.0,0.999912858,7.0,1.0
162.0,9.0,546.0,297.0,0.99928546,7.0,1.0
163.0,9.0,542.0,275.0,0.999658346,7.0,1.0
163.0,8.0,206.0,468.0,0.999364793,6.0,1.0
164.0,7.0,453.0,570.0,0.999739587,7.0,1.0
165.0,7.0,200.0,519.0,1.0,6.0,1.0
165.0,11.0,236.0,431.0,1.0,6.0,1.0
165.0,8.0,477.0,799.0,0.999982595,7.0,1.0
165.0,9.0,769.0,409.0,0.99981904,7.0,1.0
165.0,8.0,383.0,330.0,0.999768555,6.0,1.0
165.0,8.0,199.0,477.0,0.99965775,6.0,1.0
165.0,8.0,659.0,546.0,0.99902463,7.0,1.0
166.0,11.0,220.0,429.0,0.999946356,6.0,1.0
166.0,8.0,467.0,247.0,0.999911189,6.0,1.0
166.0,8.0,334.0,683.0,0.999331534,7.0,1.0
167.0,11.0,224.0,426.0,0.999999881,6.0,1.0
167.0,8.0,214.0,418.0,0.999999762,7.0,1.0
168.0,5.0,852.0,777.0,1.0,6.0,1.0
168.0,8.0,621.0,303.0,0.999999881,6.0,1.0
168.0,6.0,756.0,227.0,0.999999404,6.0,1.0
168.0,6.0,777.0,832.0,0.999999404,7.0,1.0
168.0,11.0,202.0,426.0,0.999989033,6.0,1.0
168.0,8.0,469.0,802.0,0.999969244,6.0,1.0
168.0,7.0,714.0,806.0,0.999537051,7.0,1.0
169.0,6.0,616.0,340.0,1.0,5.0,1.0
169.0,10.0,195.0,434.0,1.0,6.0,1.0
169.0,8.0,778.0,827.0,0.999999523,6.0,1.0
170.0,7.0,379.0,517.0,1.0,7.0,1.0
170.0,11.0,203.0,433.0,1.0,6.0,1.0
170.0,8.0,196.0,436.0,0.999999762,6.0,1.0
170.0,5.0,608.0,336.0,0.999997735,6.0,1.0
170.0,6.0,353.0,1017.0,0.999874473,6.0,1.0
170.0,7.0,630.0,556.0,0.999805808,6.0,1.0
171.0,7.0,956.0,673.0,1.0,6.0,1.0
171.0,10.0,191.0,435.0,0.999999642,6.0,1.0
171.0,6.0,314.0,782.0,0.999999523,7.0,1.0
171.0,5.0,974.0,735.0,0.999903917,7.0,1.0
171.0,9.0,892.0,627.0,0.999292374,6.0,1.0
172.0,10.0,200.0,444.0,1.0,7.0,1.0
172.0,6.0,425.0,664.0,0.999996424,6.0,1.0
172.0,5.0,530.0,233.0,0.999911785,7.0,1.0
172.0,7.0,553.0,235.0,0.999897599,6.0,1.0
173.0,10.0,198.0,429.0,0.999999642,6.0,1.0
173.0,12.0,715.0,878.0,0.999995351,6.0,1.0
173.0,6.0,769.0,243.0,0.999993086,6.0,1.0
173.0,6.0,334.0,355.0,0.999990344,7.0,1.0
173.0,6.0,916.0,666.0,0.999975681,6.0,1.0
173.0,7.0,553.0,230.0,0.999129593,6.0,1.0
174.0,6.0,709.0,874.0,0.999934673,6.0,1.0
174.0,9.0,897.0,627.0,0.999929667,6.0,1.0
174.0,7.0,335.0,711.0,0.999353468,6.0,1.0
174.0,9.0,672.0,755.0,0.999308467,7.0,1.0
175.0,7.0,639.0,329.0,1.0,6.0,1.0
175.0,10.0,188.0,434.0,1.0,6.0,1.0
175.0,5.0,409.0,474.0,0.999998331,7.0,1.0
175.0,9.0,593.0,784.0,0.999983788,7.0,1.0
175.0,7.0,188.0,426.0,0.999970794,6.0,1.0
175.0,9.0,342.0,715.0,0.999949336,6.0,1.0
175.0,15.0,725.0,867.0,0.999780655,6.0,1.0
175.0,7.0,472.0,230.0,0.999654055,6.0,1.0
176.0,8.0,183.0,434.0,1.0,7.0,1.0
176.0,5.0,931.0,530.0,0.999999881,7.0,1.0
176.0,11.0,197.0,427.0,0.999985218,6.0,1.0
177.0,7.0,717.0,869.0,0.999999404,7.0,1.0
177.0,6.0,233.0,431.0,0.999910831,8.0,1.0
177.0,7.0,861.0,758.0,0.999115288,6.0,1.0
178.0,7.0,171.0,471.0,0.999987483,7.0,1.0
178.0,5.0,371.0,1006.0,0.999538004,6.0,1.0
178.0,7.0,859.0,577.0,0.999497652,6.0,1.0
179.0,7.0,704.0,564.0,1.0,7.0,1.0
179.0,10.0,176.0,432.0,1.0,6.0,1.0
179.0,5.0,801.0,217.0,0.999999285,6.0,1.0
179.0,8.0,669.0,763.0,0.999009728,7.0,1.0
180.0,5.0,936.0,759.0,1.0,7.0,1.0
180.0,8.0,166.0,479.0,1.0,7.0,1.0
180.0,8.0,170.0,432.0,0.999999762,7.0,1.0
180.0,5.0,530.0,804.0,0.999998927,6.0,1.0
180.0,6.0,343.0,826.0,0.999856353,7.0,1.0
180.0,14.0,224.0,516.0,0.999525845,6.0,1.0
181.0,6.0,348.0,828.0,1.0,6.0,1.0
181.0,8.0,168.0,426.0,0.999998569,6.0,1.0
181.0,5.0,376.0,1002.0,0.999983907,6.0,1.0
181.0,10.0,170.0,418.0,0.999955773,7.0,1.0
181.0,10.0,183.0,418.0,0.999442518,6.0,1.0
181.0,5.0,949.0,561.0,0.99929595,7.0,1.0
181.0,8.0,792.0,491.0,0.999086142,6.0,1.0
181.0,7.0,171.0,472.0,0.999059975,6.0,1.0
182.0,9.0,193.0,419.0,1.0,6.0,1.0
182.0,7.0,937.0,619.0,0.999999881,6.0,1.0
182.0,9.0,175.0,419.0,0.999999285,7.0,1.0
182.0,7.0,340.0,825.0,0.999998212,5.0,1.0
182.0,5.0,775.0,489.0,0.999995232,6.0,1.0
182.0,7.0,170.0,472.0,0.999643087,6.0,1.0
182.0,9.0,900.0,622.0,0.999105871,6.0,1.0
183.0,5.0,640.0,849.0,1.0,6.0,1.0
183.0,6.0,695.0,187.0,0.999998927,6.0,1.0
183.0,12.0,211.0,545.0,0.999997854,6.0,1.0
183.0,7.0,163.0,473.0,0.999976754,6.0,1.0
183.0,9.0,512.0,801.0,0.999964476,7.0,1.0
183.0,5.0,286.0,660.0,0.999869227,6.0,1.0
183.0,5.0,388.0,993.0,0.999546111,6.0,1.0
183.0,5.0,942.0,571.0,0.999075413,7.0,1.0
184.0,7.0,167.0,473.0,0.999998569,6.0,1.0
184.0,5.0,233.0,513.0,0.999993324,6.0,1.0
184.0,5.0,872.0,307.0,0.999982238,7.0,1.0
184.0,12.0,232.0,568.0,0.999958634,7.0,1.0
184.0,11.0,177.0,407.0,0.999861717,6.0,1.0
184.0,8.0,833.0,425.0,0.999698102,7.0,1.0
185.0,6.0,285.0,672.0,1.0,7.0,1.0
185.0,10.0,177.0,403.0,1.0,6.0,1.0
185.0,10.0,186.0,396.0,0.999926209,6.0,1.0
185.0,8.0,169.0,469.0,0.999856234,6.0,1.0
185.0,7.0,757.0,785.0,0.999468565,6.0,1.0
186.0,10.0,208.0,559.0,0.999990344,6.0,1.0
186.0,9.0,507.0,805.0,0.999988675,7.0,1.0
186.0,6.0,549.0,618.0,0.999973059,7.0,1.0
186.0,6.0,870.0,736.0,0.999961019,7.0,1.0
186.0,6.0,948.0,741.0,0.999941826,6.0,1.0
187.0,9.0,511.0,805.0,0.999999881,6.0,1.0
187.0,11.0,184.0,391.0,0.999979258,6.0,1.0
187.0,12.0,238.0,570.0,0.99996686,6.0,1.0
187.0,10.0,175.0,399.0,0.999468446,6.0,1.0
188.0,10.0,181.0,380.0,0.999879122,6.0,1.0
188.0,7.0,398.0,437.0,0.999776125,6.0,1.0
188.0,7.0,767.0,411.0,0.999533713,6.0,1.0
189.0,11.0,184.0,388.0,0.999989152,6.0,1.0
189.0,6.0,237.0,780.0,0.999950767,6.0,1.0
189.0,11.0,208.0,552.0,0.999898672,6.0,1.0
189.0,6.0,464.0,907.0,0.999876618,8.0,1.0
189.0,7.0,690.0,884.0,0.99946624,7.0,1.0
189.0,6.0,800.0,800.0,0.99938488,6.0,1.0
190.0,11.0,213.0,548.0,0.999998927,7.0,1.0
190.0,5.0,655.0,584.0,0.999992609,7.0,1.0
190.0,5.0,466.0,917.0,0.999990702,7.0,1.0
190.0,6.0,401.0,836.0,0.999894142,6.0,1.0
190.0,6.0,969.0,658.0,0.99985373,5.0,1.0
191.0,10.0,187.0,377.0,1.0,6.0,1.0
191.0,5.0,817.0,815.0,0.999999642,7.0,1.0
191.0,6.0,578.0,731.0,0.999932289,6.0,1.0
191.0,5.0,795.0,869.0,0.999834418,6.0,1.0
191.0,6.0,971.0,660.0,0.999832869,6.0,1.0
192.0,5.0,581.0,212.0,1.0,6.0,1.0
192.0,5.0,812.0,820.0,0.999999523,7.0,1.0
192.0,4.0,242.0,476.0,0.999999166,6.0,1.0
192.0,5.0,762.0,858.0,0.999903321,7.0,1.0
192.0,9.0,193.0,351.0,0.999838114,6.0,1.0
192.0,6.0,756.0,787.0,0.99981451,6.0,1.0
192.0,6.0,403.0,786.0,0.999355495,6.0,1.0
193.0,9.0,199.0,340.0,0.999999285,6.0,1.0
193.0,7.0,852.0,783.0,0.999998331,6.0,1.0
193.0,5.0,695.0,676.0,0.999998212,6.0,1.0
193.0,7.0,232.0,787.0,0.999988317,6.0,1.0
193.0,6.0,403.0,786.0,0.999703944,6.0,1.0
194.0,6.0,551.0,1000.0,1.0,8.0,1.0
194.0,6.0,232.0,784.0,0.999995112,6.0,1.0
194.0,6.0,401.0,829.0,0.999987602,5.0,1.0
194.0,6.0,443.0,861.0,0.99991703,6.0,1.0
194.0,7.0,248.0,778.0,0.999787569,6.0,1.0
194.0,7.0,768.0,406.0,0.999766052,7.0,1.0
194.0,4.0,927.0,337.0,0.999251306,6.0,1.0
195.0,5.0,556.0,1000.0,1.0,7.0,1.0
195.0,5.0,946.0,670.0,0.999999046,5.0,1.0
195.0,7.0,236.0,787.0,0.999997735,6.0,1.0
195.0,9.0,192.0,328.0,0.999784589,7.0,1.0
196.0,7.0,179.0,335.0,1.0,6.0,1.0
196.0,6.0,246.0,462.0,0.999996901,7.0,1.0
196.0,9.0,199.0,337.0,0.999978065,6.0,1.0
196.0,10.0,237.0,543.0,0.999930739,6.0,1.0
196.0,9.0,963.0,510.0,0.999695361,6.0,1.0
196.0,6.0,232.0,783.0,0.999459684,6.0,1.0
197.0,5.0,903.0,529.0,1.0,7.0,1.0
197.0,7.0,235.0,787.0,0.999985695,6.0,1.0
197.0,6.0,251.0,458.0,0.999919653,6.0,1.0
197.0,6.0,349.0,755.0,0.99986732,6.0,1.0
197.0,7.0,557.0,238.0,0.999760807,7.0,1.0
197.0,8.0,244.0,627.0,0.999720991,6.0,1.0
197.0,5.0,960.0,516.0,0.999678433,7.0,1.0
197.0,7.0,193.0,330.0,0.999569118,6.0,1.0
197.0,8.0,763.0,403.0,0.999504328,7.0,1.0
197.0,5.0,323.0,670.0,0.999399185,6.0,1.0
198.0,6.0,692.0,454.0,1.0,8.0,1.0
198.0,7.0,196.0,335.0,1.0,6.0,1.0
198.0,9.0,224.0,537.0,0.999996543,6.0,1.0
198.0,7.0,232.0,787.0,0.999993443,6.0,1.0
198.0,6.0,546.0,951.0,0.999955893,6.0,1.0
198.0,5.0,962.0,512.0,0.999926448,7.0,1.0
198.0,9.0,318.0,663.0,0.99972254,6.0,1.0
198.0,10.0,180.0,328.0,0.999143124,7.0,1.0
199.0,10.0,219.0,528.0,1.0,7.0,1.0
199.0,9.0,198.0,324.0,0.999998808,5.0,1.0
199.0,11.0,228.0,487.0,0.999997854,6.0,1.0
199.0,8.0,969.0,515.0,0.999995708,6.0,1.0
199.0,7.0,234.0,788.0,0.999983311,6.0,1.0
199.0,9.0,823.0,390.0,0.999977589,6.0,1.0
199.0,6.0,542.0,951.0,0.999894381,6.0,1.0
199.0,9.0,949.0,501.0,0.999812722,6.0,1.0
199.0,6.0,252.0,458.0,0.999334514,6.0,1.0
199.0,8.0,806.0,659.0,0.999309659,6.0,1.0
200.0,7.0,235.0,787.0,1.0,6.0,1.0
200.0,11.0,186.0,316.0,0.999999881,6.0,1.0
200.0,6.0,599.0,545.0,0.999992132,6.0,1.0
200.0,7.0,966.0,512.0,0.999973655,6.0,1.0
200.0,5.0,802.0,858.0,0.999924183,6.0,1.0
201.0,5.0,972.0,766.0,1.0,7.0,1.0
201.0,11.0,173.0,312.0,0.999999881,6.0,1.0
201.0,6.0,949.0,496.0,0.999999762,7.0,1.0
201.0,11.0,213.0,500.0,0.999999642,6.0,1.0
201.0,5.0,804.0,858.0,0.999642849,6.0,1.0
202.0,8.0,174.0,313.0,1.0,7.0,1.0
202.0,8.0,588.0,924.0,1.0,6.0,1.0
202.0,7.0,171.0,321.0,0.999999881,6.0,1.0
202.0,7.0,235.0,783.0,0.999993682,6.0,1.0
202.0,11.0,188.0,325.0,0.999494314,6.0,1.0
202.0,7.0,771.0,566.0,0.99946481,6.0,1.0
203.0,6.0,239.0,784.0,0.999999166,6.0,1.0
203.0,8.0,859.0,418.0,0.999995351,6.0,1.0
203.0,10.0,198.0,325.0,0.999978065,5.0,1.0
203.0,9.0,178.0,328.0,0.999970436,6.0,1.0
203.0,5.0,679.0,511.0,0.999946475,7.0,1.0
203.0,5.0,456.0,848.0,0.999876022,6.0,1.0
203.0,8.0,832.0,647.0,0.999025464,7.0,1.0
204.0,6.0,530.0,642.0,1.0,5.0,1.0
204.0,8.0,955.0,504.0,1.0,6.0,1.0
204.0,8.0,186.0,318.0,0.999999762,6.0,1.0
204.0,5.0,815.0,712.0,0.999955416,6.0,1.0
204.0,5.0,540.0,225.0,0.999859095,7.0,1.0
204.0,7.0,241.0,788.0,0.99913007,6.0,1.0
205.0,6.0,289.0,687.0,1.0,5.0,1.0
205.0,9.0,187.0,327.0,0.999998212,6.0,1.0
205.0,7.0,237.0,785.0,0.999988675,6.0,1.0
205.0,9.0,214.0,495.0,0.999981046,7.0,1.0
206.0,5.0,925.0,766.0,1.0,7.0,1.0
206.0,9.0,195.0,329.0,1.0,6.0,1.0
206.0,6.0,336.0,397.0,0.999999881,8.0,1.0
206.0,6.0,957.0,491.0,0.999989867,6.0,1.0
206.0,7.0,194.0,344.0,0.999013662,7.0,1.0
